league,season,date,stage,knockout,decided_by,event_id,home,away,home_id,away_id,home_score,away_score,provider,home_ml,draw_ml,away_ml,over_under,over_odds,under_odds
eng.1,2022,2022-08-05T19:00Z,2022-23-english-premier-league,False,regulation,638199,CRY,ARS,384,359,0,2,Bet365,350,260.0,-125,2.5,110.0,-138.0
eng.1,2022,2022-08-06T11:30Z,2022-23-english-premier-league,False,regulation,638200,FUL,LIV,370,364,2,2,Bet365,1000,475.0,-350,2.5,-200.0,163.0
eng.1,2022,2022-08-06T14:00Z,2022-23-english-premier-league,False,regulation,638201,BOU,AVL,349,362,2,0,Bet365,300,250.0,-105,2.5,110.0,-138.0
eng.1,2022,2022-08-06T14:00Z,2022-23-english-premier-league,False,regulation,638202,LEE,WOL,357,380,2,1,Bet365,138,230.0,200,2.5,-110.0,-110.0
eng.1,2022,2022-08-06T14:00Z,2022-23-english-premier-league,False,regulation,638203,TOT,SOU,367,376,4,1,Bet365,-275,400.0,750,2.5,-163.0,130.0
eng.1,2022,2022-08-06T14:00Z,2022-23-english-premier-league,False,regulation,638204,NEW,NFO,361,393,2,0,Bet365,-188,300.0,500,2.5,-110.0,-110.0
eng.1,2022,2022-08-06T16:30Z,2022-23-english-premier-league,False,regulation,638206,EVE,CHE,368,363,0,1,Bet365,550,320.0,-182,2.5,110.0,-138.0
eng.1,2022,2022-08-07T13:00Z,2022-23-english-premier-league,False,regulation,638205,LEI,BRE,375,337,2,2,Bet365,-110,275.0,280,2.5,-110.0,-110.0
eng.1,2022,2022-08-07T13:00Z,2022-23-english-premier-league,False,regulation,638207,MAN,BHA,360,331,1,2,Bet365,-125,275.0,333,2.5,-110.0,-110.0
eng.1,2022,2022-08-07T15:30Z,2022-23-english-premier-league,False,regulation,638208,WHU,MNC,371,382,0,2,Bet365,650,425.0,-275,2.5,-200.0,163.0
eng.1,2022,2022-08-13T11:30Z,2022-23-english-premier-league,False,regulation,638210,AVL,EVE,362,368,2,1,Bet365,-133,250.0,400,2.5,110.0,-138.0
eng.1,2022,2022-08-13T14:00Z,2022-23-english-premier-league,False,regulation,638209,ARS,LEI,359,375,4,2,Bet365,-182,333.0,450,2.5,-150.0,120.0
eng.1,2022,2022-08-13T14:00Z,2022-23-english-premier-league,False,regulation,638212,BHA,NEW,331,361,0,0,Bet365,138,230.0,200,2.5,110.0,-138.0
eng.1,2022,2022-08-13T14:00Z,2022-23-english-premier-league,False,regulation,638215,MNC,BOU,382,349,4,0,Bet365,-1200,1100.0,2000,2.5,-350.0,275.0
eng.1,2022,2022-08-13T14:00Z,2022-23-english-premier-league,False,regulation,638217,SOU,LEE,376,357,2,2,Bet365,140,250.0,180,2.5,-163.0,130.0
eng.1,2022,2022-08-13T14:00Z,2022-23-english-premier-league,False,regulation,638218,WOL,FUL,380,370,0,0,Bet365,120,240.0,230,2.5,-110.0,-110.0
eng.1,2022,2022-08-13T16:30Z,2022-23-english-premier-league,False,regulation,638211,BRE,MAN,337,360,4,0,Bet365,350,275.0,-133,2.5,-138.0,110.0
eng.1,2022,2022-08-14T13:00Z,2022-23-english-premier-league,False,regulation,638216,NFO,WHU,393,371,1,0,Bet365,280,250.0,-105,2.5,-110.0,-110.0
eng.1,2022,2022-08-14T15:30Z,2022-23-english-premier-league,False,regulation,638213,CHE,TOT,363,367,2,2,Bet365,110,250.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-08-15T19:00Z,2022-23-english-premier-league,False,regulation,638214,LIV,CRY,364,384,1,1,Bet365,-350,475.0,1000,2.5,-175.0,138.0
eng.1,2022,2022-08-20T11:30Z,2022-23-english-premier-league,False,regulation,638227,TOT,WOL,367,380,1,0,Bet365,-250,375.0,650,2.5,-163.0,130.0
eng.1,2022,2022-08-20T14:00Z,2022-23-english-premier-league,False,regulation,638220,CRY,AVL,384,362,3,1,Bet365,145,220.0,200,2.5,120.0,-150.0
eng.1,2022,2022-08-20T14:00Z,2022-23-english-premier-league,False,regulation,638221,EVE,NFO,368,393,1,1,Bet365,-118,260.0,320,2.5,110.0,-138.0
eng.1,2022,2022-08-20T14:00Z,2022-23-english-premier-league,False,regulation,638222,FUL,BRE,370,337,3,2,Bet365,163,240.0,170,2.5,-110.0,-110.0
eng.1,2022,2022-08-20T14:00Z,2022-23-english-premier-league,False,regulation,638224,LEI,SOU,375,376,1,2,Bet365,-138,300.0,333,2.5,-175.0,138.0
eng.1,2022,2022-08-20T16:30Z,2022-23-english-premier-league,False,regulation,638219,BOU,ARS,349,359,0,3,Bet365,650,375.0,-250,2.5,-138.0,110.0
eng.1,2022,2022-08-21T13:00Z,2022-23-english-premier-league,False,regulation,638223,LEE,CHE,357,363,3,0,Bet365,475,375.0,-200,2.5,-163.0,130.0
eng.1,2022,2022-08-21T13:00Z,2022-23-english-premier-league,False,regulation,638228,WHU,BHA,371,331,0,2,Bet365,150,240.0,180,2.5,-110.0,-110.0
eng.1,2022,2022-08-21T15:30Z,2022-23-english-premier-league,False,regulation,638226,NEW,MNC,361,382,3,3,Bet365,550,375.0,-222,2.5,-175.0,138.0
eng.1,2022,2022-08-22T19:00Z,2022-23-english-premier-league,False,regulation,638225,MAN,LIV,360,364,2,1,Bet365,375,320.0,-150,2.5,-200.0,163.0
eng.1,2022,2022-08-27T11:30Z,2022-23-english-premier-league,False,regulation,638237,SOU,MAN,376,360,0,1,Bet365,240,280.0,-105,2.5,-175.0,138.0
eng.1,2022,2022-08-27T14:00Z,2022-23-english-premier-league,False,regulation,638231,BRE,EVE,337,368,1,1,Bet365,105,230.0,280,2.5,100.0,-125.0
eng.1,2022,2022-08-27T14:00Z,2022-23-english-premier-league,False,regulation,638232,BHA,LEE,331,357,1,0,Bet365,-150,300.0,425,2.5,-125.0,100.0
eng.1,2022,2022-08-27T14:00Z,2022-23-english-premier-league,False,regulation,638233,CHE,LEI,363,375,2,1,Bet365,-250,400.0,650,2.5,-163.0,130.0
eng.1,2022,2022-08-27T14:00Z,2022-23-english-premier-league,False,regulation,638234,LIV,BOU,364,349,9,0,Bet365,-700,700.0,1600,2.5,-333.0,250.0
eng.1,2022,2022-08-27T14:00Z,2022-23-english-premier-league,False,regulation,638235,MNC,CRY,382,384,4,2,Bet365,-500,600.0,1400,2.5,-225.0,175.0
eng.1,2022,2022-08-27T16:30Z,2022-23-english-premier-league,False,regulation,638229,ARS,FUL,359,370,2,1,Bet365,-250,450.0,550,2.5,-188.0,150.0
eng.1,2022,2022-08-28T13:00Z,2022-23-english-premier-league,False,regulation,638230,AVL,WHU,362,371,0,1,Bet365,110,250.0,275,2.5,-110.0,-110.0
eng.1,2022,2022-08-28T13:00Z,2022-23-english-premier-league,False,regulation,638238,WOL,NEW,380,361,1,1,Bet365,145,225.0,190,2.5,110.0,-138.0
eng.1,2022,2022-08-28T15:30Z,2022-23-english-premier-league,False,regulation,638236,NFO,TOT,393,367,0,2,Bet365,600,375.0,-222,2.5,-163.0,130.0
eng.1,2022,2022-08-30T18:30Z,2022-23-english-premier-league,False,regulation,638241,FUL,BHA,370,331,2,1,Bet365,230,220.0,130,2.5,120.0,-150.0
eng.1,2022,2022-08-30T18:30Z,2022-23-english-premier-league,False,regulation,638245,CRY,BRE,384,337,1,1,Bet365,105,240.0,260,2.5,-110.0,-110.0
eng.1,2022,2022-08-30T18:45Z,2022-23-english-premier-league,False,regulation,638246,SOU,CHE,376,363,2,1,Bet365,400,300.0,-154,2.5,-138.0,110.0
eng.1,2022,2022-08-30T19:00Z,2022-23-english-premier-league,False,regulation,638242,LEE,EVE,357,368,1,1,Bet365,105,260.0,240,2.5,-125.0,100.0
eng.1,2022,2022-08-31T18:30Z,2022-23-english-premier-league,False,regulation,638239,BOU,WOL,349,380,0,0,Bet365,220,225.0,130,2.5,120.0,-150.0
eng.1,2022,2022-08-31T18:30Z,2022-23-english-premier-league,False,regulation,638240,ARS,AVL,359,362,2,1,Bet365,-200,350.0,500,2.5,-150.0,120.0
eng.1,2022,2022-08-31T18:30Z,2022-23-english-premier-league,False,regulation,638248,MNC,NFO,382,393,6,0,Bet365,-1200,1000.0,2200,2.5,-400.0,300.0
eng.1,2022,2022-08-31T18:45Z,2022-23-english-premier-league,False,regulation,638244,WHU,TOT,371,367,1,1,Bet365,220,260.0,120,2.5,-110.0,-110.0
eng.1,2022,2022-08-31T19:00Z,2022-23-english-premier-league,False,regulation,638247,LIV,NEW,364,361,2,1,Bet365,-350,500.0,900,2.5,-250.0,200.0
eng.1,2022,2022-09-01T19:00Z,2022-23-english-premier-league,False,regulation,638243,LEI,MAN,375,360,0,1,Bet365,210,275.0,115,2.5,-163.0,130.0
eng.1,2022,2022-09-03T11:30Z,2022-23-english-premier-league,False,regulation,638255,EVE,LIV,368,364,0,0,Bet365,650,375.0,-275,2.5,-200.0,163.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638250,BRE,LEE,337,357,5,2,Bet365,110,260.0,230,2.5,-125.0,100.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638252,CHE,WHU,363,371,2,1,Bet365,-154,300.0,400,2.5,-110.0,-110.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638253,WOL,SOU,380,376,1,0,Bet365,120,240.0,225,2.5,100.0,-125.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638256,NFO,BOU,393,349,2,3,Bet365,115,230.0,250,2.5,110.0,-138.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638257,TOT,FUL,367,370,2,1,Bet365,-200,333.0,550,2.5,-175.0,138.0
eng.1,2022,2022-09-03T14:00Z,2022-23-english-premier-league,False,regulation,638258,NEW,CRY,361,384,0,0,Bet365,110,250.0,260,2.5,110.0,-138.0
eng.1,2022,2022-09-03T16:30Z,2022-23-english-premier-league,False,regulation,638249,AVL,MNC,362,382,1,1,Bet365,700,475.0,-300,2.5,-225.0,175.0
eng.1,2022,2022-09-04T13:00Z,2022-23-english-premier-league,False,regulation,638251,BHA,LEI,331,375,5,2,Bet365,-110,250.0,320,2.5,-110.0,-110.0
eng.1,2022,2022-09-04T15:30Z,2022-23-english-premier-league,False,regulation,638254,MAN,ARS,360,359,3,1,Bet365,160,250.0,160,2.5,-138.0,110.0
eng.1,2022,2022-09-16T19:00Z,2022-23-english-premier-league,False,regulation,637894,AVL,SOU,362,376,1,0,Bet365,110,250.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-09-16T19:00Z,2022-23-english-premier-league,False,regulation,637896,NFO,FUL,393,370,2,3,Bet365,175,230.0,160,2.5,-110.0,-110.0
eng.1,2022,2022-09-17T11:30Z,2022-23-english-premier-league,False,regulation,637893,WOL,MNC,380,382,0,3,Bet365,700,475.0,-300,2.5,-175.0,138.0
eng.1,2022,2022-09-17T14:00Z,2022-23-english-premier-league,False,regulation,637895,NEW,BOU,361,349,1,1,Bet365,-250,350.0,650,2.5,-138.0,110.0
eng.1,2022,2022-09-17T16:30Z,2022-23-english-premier-league,False,regulation,637897,TOT,LEI,367,375,6,2,Bet365,-182,350.0,500,2.5,-175.0,138.0
eng.1,2022,2022-09-18T11:00Z,2022-23-english-premier-league,False,regulation,637898,BRE,ARS,337,359,0,3,Bet365,320,275.0,-125,2.5,-138.0,110.0
eng.1,2022,2022-09-18T13:15Z,2022-23-english-premier-league,False,regulation,637890,EVE,WHU,368,371,1,0,Bet365,190,225.0,150,2.5,100.0,-125.0
eng.1,2022,2022-10-01T11:30Z,2022-23-english-premier-league,False,regulation,637899,ARS,TOT,359,367,3,1,Bet365,-105,280.0,280,2.5,-138.0,110.0
eng.1,2022,2022-10-01T14:00Z,2022-23-english-premier-league,False,regulation,637900,BOU,BRE,349,337,0,0,Bet365,220,240.0,125,2.5,-110.0,-110.0
eng.1,2022,2022-10-01T14:00Z,2022-23-english-premier-league,False,regulation,637902,SOU,EVE,376,368,1,2,Bet365,130,230.0,210,2.5,110.0,-138.0
eng.1,2022,2022-10-01T14:00Z,2022-23-english-premier-league,False,regulation,637904,LIV,BHA,364,331,3,3,Bet365,-222,375.0,500,2.5,-175.0,138.0
eng.1,2022,2022-10-01T14:00Z,2022-23-english-premier-league,False,regulation,637907,FUL,NEW,370,361,1,4,Bet365,190,240.0,145,2.5,-110.0,-110.0
eng.1,2022,2022-10-01T14:00Z,2022-23-english-premier-league,False,regulation,637908,CRY,CHE,384,363,1,2,Bet365,375,275.0,-133,2.5,-110.0,-110.0
eng.1,2022,2022-10-01T16:30Z,2022-23-english-premier-league,False,regulation,637901,WHU,WOL,371,380,2,0,Bet365,100,240.0,300,2.5,120.0,-150.0
eng.1,2022,2022-10-02T13:00Z,2022-23-english-premier-league,False,regulation,637903,MNC,MAN,382,360,6,3,Bet365,-225,450.0,550,2.5,-225.0,175.0
eng.1,2022,2022-10-02T15:30Z,2022-23-english-premier-league,False,regulation,637906,LEE,AVL,357,362,0,0,Bet365,138,225.0,200,2.5,-110.0,-110.0
eng.1,2022,2022-10-03T19:00Z,2022-23-english-premier-league,False,regulation,637905,LEI,NFO,375,393,4,0,Bet365,-143,300.0,350,2.5,-150.0,120.0
eng.1,2022,2022-10-08T14:00Z,2022-23-english-premier-league,False,regulation,637911,NEW,BRE,361,337,5,1,Bet365,-154,300.0,425,2.5,-125.0,100.0
eng.1,2022,2022-10-08T14:00Z,2022-23-english-premier-league,False,regulation,637912,MNC,SOU,382,376,4,0,Bet365,-900,900.0,2000,2.5,-400.0,300.0
eng.1,2022,2022-10-08T14:00Z,2022-23-english-premier-league,False,regulation,637915,CHE,WOL,363,380,3,0,Bet365,-200,320.0,600,2.5,-110.0,-110.0
eng.1,2022,2022-10-08T14:00Z,2022-23-english-premier-league,False,regulation,637917,BOU,LEI,349,375,2,1,Bet365,220,250.0,120,2.5,-110.0,-110.0
eng.1,2022,2022-10-08T16:30Z,2022-23-english-premier-league,False,regulation,637916,BHA,TOT,331,367,0,1,Bet365,150,230.0,180,2.5,100.0,-125.0
eng.1,2022,2022-10-09T13:00Z,2022-23-english-premier-league,False,regulation,637913,WHU,FUL,371,370,3,1,Bet365,-167,280.0,450,2.5,-110.0,-110.0
eng.1,2022,2022-10-09T13:00Z,2022-23-english-premier-league,False,regulation,637914,CRY,LEE,384,357,2,1,Bet365,105,250.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-10-09T15:30Z,2022-23-english-premier-league,False,regulation,637909,ARS,LIV,359,364,3,2,Bet365,150,275.0,160,2.5,-188.0,150.0
eng.1,2022,2022-10-09T18:00Z,2022-23-english-premier-league,False,regulation,637918,EVE,MAN,368,360,1,2,Bet365,260,250.0,100,2.5,-125.0,100.0
eng.1,2022,2022-10-10T19:00Z,2022-23-english-premier-league,False,regulation,637910,NFO,AVL,393,362,1,1,Bet365,260,260.0,100,2.5,-110.0,-110.0
eng.1,2022,2022-10-14T19:00Z,2022-23-english-premier-league,False,regulation,637920,BRE,BHA,337,331,2,0,Bet365,210,240.0,130,2.5,-110.0,-110.0
eng.1,2022,2022-10-15T11:30Z,2022-23-english-premier-league,False,regulation,637923,LEI,CRY,375,384,0,0,Bet365,130,250.0,200,2.5,-125.0,100.0
eng.1,2022,2022-10-15T14:00Z,2022-23-english-premier-league,False,regulation,637921,FUL,BOU,370,349,2,2,Bet365,-110,260.0,300,2.5,-110.0,-110.0
eng.1,2022,2022-10-15T14:00Z,2022-23-english-premier-league,False,regulation,637928,WOL,NFO,380,393,1,0,Bet365,-143,275.0,400,2.5,-110.0,-110.0
eng.1,2022,2022-10-15T16:30Z,2022-23-english-premier-league,False,regulation,637927,TOT,EVE,367,368,2,0,Bet365,-222,350.0,650,2.5,-150.0,120.0
eng.1,2022,2022-10-16T13:00Z,2022-23-english-premier-league,False,regulation,637919,AVL,CHE,362,363,0,2,Bet365,275,250.0,100,2.5,100.0,-125.0
eng.1,2022,2022-10-16T13:00Z,2022-23-english-premier-league,False,regulation,637922,LEE,ARS,357,359,0,1,Bet365,400,300.0,-150,2.5,-163.0,130.0
eng.1,2022,2022-10-16T13:00Z,2022-23-english-premier-league,False,regulation,637925,MAN,NEW,360,361,0,0,Bet365,105,275.0,250,2.5,-138.0,110.0
eng.1,2022,2022-10-16T13:00Z,2022-23-english-premier-league,False,regulation,637926,SOU,WHU,376,371,1,1,Bet365,190,240.0,145,2.5,100.0,-125.0
eng.1,2022,2022-10-16T15:30Z,2022-23-english-premier-league,False,regulation,637924,LIV,MNC,364,382,1,0,Bet365,275,300.0,-118,2.5,-225.0,175.0
eng.1,2022,2022-10-18T18:30Z,2022-23-english-premier-league,False,regulation,637929,BHA,NFO,331,393,0,0,Bet365,-275,400.0,650,2.5,-138.0,110.0
eng.1,2022,2022-10-18T19:15Z,2022-23-english-premier-league,False,regulation,637935,CRY,WOL,384,380,2,1,Bet365,105,225.0,275,2.5,120.0,-150.0
eng.1,2022,2022-10-19T18:30Z,2022-23-english-premier-league,False,regulation,637930,BOU,SOU,349,376,0,1,Bet365,155,220.0,175,2.5,110.0,-138.0
eng.1,2022,2022-10-19T18:30Z,2022-23-english-premier-league,False,regulation,637932,BRE,CHE,337,363,0,0,Bet365,300,275.0,-118,2.5,-110.0,-110.0
eng.1,2022,2022-10-19T18:30Z,2022-23-english-premier-league,False,regulation,637936,NEW,EVE,361,368,1,0,Bet365,-154,280.0,425,2.5,-110.0,-110.0
eng.1,2022,2022-10-19T18:30Z,2022-23-english-premier-league,False,regulation,637938,LIV,WHU,364,371,1,0,Bet365,-250,400.0,600,2.5,-175.0,138.0
eng.1,2022,2022-10-19T19:15Z,2022-23-english-premier-league,False,regulation,637937,MAN,TOT,360,367,2,0,Bet365,130,250.0,190,2.5,-125.0,100.0
eng.1,2022,2022-10-20T18:30Z,2022-23-english-premier-league,False,regulation,637934,FUL,AVL,370,362,3,0,Bet365,190,230.0,140,2.5,-110.0,-110.0
eng.1,2022,2022-10-20T19:15Z,2022-23-english-premier-league,False,regulation,637933,LEI,LEE,375,357,2,0,Bet365,125,250.0,210,2.5,-138.0,110.0
eng.1,2022,2022-10-22T11:30Z,2022-23-english-premier-league,False,regulation,637943,NFO,LIV,393,364,1,0,Bet365,650,475.0,-300,2.5,-175.0,138.0
eng.1,2022,2022-10-22T14:00Z,2022-23-english-premier-league,False,regulation,637944,MNC,BHA,382,331,3,1,Bet365,-450,550.0,1200,2.5,-200.0,163.0
eng.1,2022,2022-10-22T14:00Z,2022-23-english-premier-league,False,regulation,637946,EVE,CRY,368,384,3,0,Bet365,145,220.0,200,2.5,130.0,-163.0
eng.1,2022,2022-10-22T16:30Z,2022-23-english-premier-league,False,regulation,637947,CHE,MAN,363,360,1,1,Bet365,110,260.0,230,2.5,-110.0,-110.0
eng.1,2022,2022-10-23T13:00Z,2022-23-english-premier-league,False,regulation,637941,WOL,LEI,380,375,0,4,Bet365,130,240.0,210,2.5,-110.0,-110.0
eng.1,2022,2022-10-23T13:00Z,2022-23-english-premier-league,False,regulation,637942,SOU,ARS,376,359,1,1,Bet365,550,333.0,-222,2.5,-150.0,120.0
eng.1,2022,2022-10-23T13:00Z,2022-23-english-premier-league,False,regulation,637945,LEE,FUL,357,370,2,3,Bet365,105,260.0,250,2.5,-175.0,138.0
eng.1,2022,2022-10-23T13:00Z,2022-23-english-premier-league,False,regulation,637948,AVL,BRE,362,337,4,0,Bet365,105,250.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-10-23T15:30Z,2022-23-english-premier-league,False,regulation,637939,TOT,NEW,367,361,1,2,Bet365,120,240.0,220,2.5,-110.0,-110.0
eng.1,2022,2022-10-24T19:00Z,2022-23-english-premier-league,False,regulation,637940,WHU,BOU,371,349,2,0,Bet365,-163,300.0,425,2.5,-110.0,-110.0
eng.1,2022,2022-10-29T11:30Z,2022-23-english-premier-league,False,regulation,637955,LEI,MNC,375,382,0,1,Bet365,600,400.0,-250,2.5,-175.0,138.0
eng.1,2022,2022-10-29T14:00Z,2022-23-english-premier-league,False,regulation,637949,BOU,TOT,349,367,2,3,Bet365,400,280.0,-143,2.5,100.0,-125.0
eng.1,2022,2022-10-29T14:00Z,2022-23-english-premier-league,False,regulation,637951,BRE,WOL,337,380,1,1,Bet365,110,250.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-10-29T14:00Z,2022-23-english-premier-league,False,regulation,637952,BHA,CHE,331,363,4,1,Bet365,200,240.0,138,2.5,100.0,-125.0
eng.1,2022,2022-10-29T14:00Z,2022-23-english-premier-league,False,regulation,637953,NEW,AVL,361,362,4,0,Bet365,-133,280.0,375,2.5,-110.0,-110.0
eng.1,2022,2022-10-29T14:00Z,2022-23-english-premier-league,False,regulation,637958,CRY,SOU,384,376,1,0,Bet365,105,240.0,280,2.5,110.0,-138.0
eng.1,2022,2022-10-29T16:30Z,2022-23-english-premier-league,False,regulation,637954,FUL,EVE,370,368,0,0,Bet365,125,240.0,220,2.5,-110.0,-110.0
eng.1,2022,2022-10-29T18:45Z,2022-23-english-premier-league,False,regulation,637956,LIV,LEE,364,357,1,2,Bet365,-450,550.0,1100,2.5,-275.0,220.0
eng.1,2022,2022-10-30T14:00Z,2022-23-english-premier-league,False,regulation,637950,ARS,NFO,359,393,5,0,Bet365,-450,550.0,1200,2.5,-188.0,150.0
eng.1,2022,2022-10-30T16:15Z,2022-23-english-premier-league,False,regulation,637957,MAN,WHU,360,371,1,0,Bet365,-143,290.0,375,2.5,-110.0,-110.0
eng.1,2022,2022-11-05T15:00Z,2022-23-english-premier-league,False,regulation,637961,WOL,BHA,380,331,2,3,Bet365,260,230.0,110,2.5,120.0,-150.0
eng.1,2022,2022-11-05T15:00Z,2022-23-english-premier-league,False,regulation,637965,NFO,BRE,393,337,2,2,Bet365,155,220.0,190,2.5,120.0,-150.0
eng.1,2022,2022-11-05T15:00Z,2022-23-english-premier-league,False,regulation,637966,MNC,FUL,382,370,2,1,Bet365,-600,650.0,1400,2.5,-275.0,220.0
eng.1,2022,2022-11-05T15:00Z,2022-23-english-premier-league,False,regulation,637967,LEE,BOU,357,349,4,3,Bet365,-163,320.0,450,2.5,-138.0,110.0
eng.1,2022,2022-11-05T17:30Z,2022-23-english-premier-league,False,regulation,637968,EVE,LEI,368,375,0,2,Bet365,145,240.0,190,2.5,100.0,-125.0
eng.1,2022,2022-11-06T12:00Z,2022-23-english-premier-league,False,regulation,637960,CHE,ARS,363,359,0,1,Bet365,163,240.0,160,2.5,-110.0,-110.0
eng.1,2022,2022-11-06T14:00Z,2022-23-english-premier-league,False,regulation,637959,AVL,MAN,362,360,3,1,Bet365,210,250.0,125,2.5,-110.0,-110.0
eng.1,2022,2022-11-06T14:00Z,2022-23-english-premier-league,False,regulation,637962,WHU,CRY,371,384,1,2,Bet365,-118,250.0,333,2.5,110.0,-138.0
eng.1,2022,2022-11-06T14:00Z,2022-23-english-premier-league,False,regulation,637964,SOU,NEW,376,361,1,4,Bet365,333,275.0,-120,2.5,-110.0,-110.0
eng.1,2022,2022-11-06T16:30Z,2022-23-english-premier-league,False,regulation,637963,TOT,LIV,367,364,1,2,Bet365,260,275.0,-105,2.5,-150.0,120.0
eng.1,2022,2022-11-12T12:30Z,2022-23-english-premier-league,False,regulation,637974,MNC,BRE,382,337,1,2,Bet365,-700,650.0,1600,2.5,-250.0,200.0
eng.1,2022,2022-11-12T15:00Z,2022-23-english-premier-league,False,regulation,637969,BOU,EVE,349,368,3,0,Bet365,175,225.0,170,2.5,120.0,-150.0
eng.1,2022,2022-11-12T15:00Z,2022-23-english-premier-league,False,regulation,637970,WHU,LEI,371,375,0,2,Bet365,-105,240.0,300,2.5,-110.0,-110.0
eng.1,2022,2022-11-12T15:00Z,2022-23-english-premier-league,False,regulation,637971,TOT,LEE,367,357,4,3,Bet365,-167,333.0,425,2.5,-175.0,138.0
eng.1,2022,2022-11-12T15:00Z,2022-23-english-premier-league,False,regulation,637972,NFO,CRY,393,384,1,0,Bet365,230,210.0,130,2.5,130.0,-163.0
eng.1,2022,2022-11-12T15:00Z,2022-23-english-premier-league,False,regulation,637975,LIV,SOU,364,376,3,1,Bet365,-350,500.0,800,2.5,-275.0,220.0
eng.1,2022,2022-11-12T17:30Z,2022-23-english-premier-league,False,regulation,637978,NEW,CHE,361,363,1,0,Bet365,115,240.0,250,2.5,110.0,-138.0
eng.1,2022,2022-11-12T19:45Z,2022-23-english-premier-league,False,regulation,637973,WOL,ARS,380,359,0,2,Bet365,550,300.0,-188,2.5,-110.0,-110.0
eng.1,2022,2022-11-13T14:00Z,2022-23-english-premier-league,False,regulation,637977,BHA,AVL,331,362,1,2,Bet365,-138,280.0,375,2.5,-110.0,-110.0
eng.1,2022,2022-11-13T16:30Z,2022-23-english-premier-league,False,regulation,637976,FUL,MAN,370,360,1,2,Bet365,300,280.0,-118,2.5,-138.0,110.0
eng.1,2022,2022-12-26T12:30Z,2022-23-english-premier-league,False,regulation,637988,BRE,TOT,337,367,2,2,Bet365,230,260.0,110,2.5,-138.0,110.0
eng.1,2022,2022-12-26T15:00Z,2022-23-english-premier-league,False,regulation,637981,SOU,BHA,376,331,1,3,Bet365,250,250.0,105,2.5,100.0,-125.0
eng.1,2022,2022-12-26T15:00Z,2022-23-english-premier-league,False,regulation,637983,LEI,NEW,375,361,0,3,Bet365,230,250.0,115,2.5,-110.0,-110.0
eng.1,2022,2022-12-26T15:00Z,2022-23-english-premier-league,False,regulation,637985,EVE,WOL,368,380,1,2,Bet365,140,225.0,200,2.5,130.0,-163.0
eng.1,2022,2022-12-26T15:00Z,2022-23-english-premier-league,False,regulation,637986,CRY,FUL,384,370,0,3,Bet365,120,260.0,210,2.5,-110.0,-110.0
eng.1,2022,2022-12-26T17:30Z,2022-23-english-premier-league,False,regulation,637980,AVL,LIV,362,364,1,3,Bet365,375,280.0,-143,2.5,-150.0,120.0
eng.1,2022,2022-12-26T20:00Z,2022-23-english-premier-league,False,regulation,637979,ARS,WHU,359,371,3,1,Bet365,-188,320.0,500,2.5,-110.0,-110.0
eng.1,2022,2022-12-27T17:30Z,2022-23-english-premier-league,False,regulation,637987,CHE,BOU,363,349,2,0,Bet365,-300,425.0,800,2.5,-163.0,130.0
eng.1,2022,2022-12-27T20:00Z,2022-23-english-premier-league,False,regulation,637982,MAN,NFO,360,393,3,0,Bet365,-300,450.0,750,2.5,-200.0,163.0
eng.1,2022,2022-12-28T20:00Z,2022-23-english-premier-league,False,regulation,637984,LEE,MNC,357,382,1,3,Bet365,850,500.0,-350,2.5,-250.0,200.0
eng.1,2022,2022-12-30T19:45Z,2022-23-english-premier-league,False,regulation,637990,WHU,BRE,371,337,0,2,Bet365,100,260.0,250,2.5,-110.0,-110.0
eng.1,2022,2022-12-30T20:00Z,2022-23-english-premier-league,False,regulation,637995,LIV,LEI,364,375,2,1,Bet365,-400,500.0,1000,2.5,-225.0,175.0
eng.1,2022,2022-12-31T12:30Z,2022-23-english-premier-league,False,regulation,637993,WOL,MAN,380,360,0,1,Bet365,300,260.0,-110,2.5,-110.0,-110.0
eng.1,2022,2022-12-31T15:00Z,2022-23-english-premier-league,False,regulation,637989,BOU,CRY,349,384,0,2,Bet365,188,220.0,155,2.5,130.0,-163.0
eng.1,2022,2022-12-31T15:00Z,2022-23-english-premier-league,False,regulation,637994,MNC,EVE,382,368,1,1,Bet365,-700,700.0,1800,2.5,-275.0,220.0
eng.1,2022,2022-12-31T15:00Z,2022-23-english-premier-league,False,regulation,637996,FUL,SOU,370,376,2,1,Bet365,-125,280.0,320,2.5,-138.0,110.0
eng.1,2022,2022-12-31T15:00Z,2022-23-english-premier-league,False,regulation,637998,NEW,LEE,361,357,0,0,Bet365,-225,375.0,550,2.5,-163.0,130.0
