league,season,date,stage,knockout,decided_by,event_id,home,away,home_id,away_id,home_score,away_score,provider,home_ml,draw_ml,away_ml,over_under,over_odds,under_odds
esp.1,2022,2023-05-20T16:30Z,2022-23-laliga,False,regulation,644114,GET,ELC,2922,3751,1,1,Bet365,-154,250.0,500,2.5,138.0,-175.0
esp.1,2022,2023-05-20T19:00Z,2022-23-laliga,False,regulation,644119,BAR,RSO,83,89,1,2,Bet365,-143,275.0,400,2.5,-110.0,-110.0
esp.1,2022,2023-05-21T12:00Z,2022-23-laliga,False,regulation,644116,RAY,ESP,101,88,1,2,Bet365,-125,260.0,333,2.5,100.0,-125.0
esp.1,2022,2023-05-21T14:15Z,2022-23-laliga,False,regulation,644115,ATM,OSA,1068,97,3,0,Bet365,-200,350.0,550,2.5,-150.0,120.0
esp.1,2022,2023-05-21T16:30Z,2022-23-laliga,False,regulation,644118,VAL,RMA,94,86,1,0,Bet365,220,250.0,120,2.5,-138.0,110.0
esp.1,2022,2023-05-21T19:00Z,2022-23-laliga,False,regulation,644117,SEV,BET,243,244,0,0,Bet365,100,250.0,275,2.5,-110.0,-110.0
esp.1,2022,2023-05-23T17:30Z,2022-23-laliga,False,regulation,644126,RSO,ALM,89,6832,1,0,Bet365,-275,400.0,700,2.5,-175.0,138.0
esp.1,2022,2023-05-23T17:30Z,2022-23-laliga,False,regulation,644129,CEL,GIR,85,9812,1,1,Bet365,105,240.0,260,2.5,100.0,-125.0
esp.1,2022,2023-05-23T20:00Z,2022-23-laliga,False,regulation,644127,VLL,BAR,95,83,3,1,Bet365,275,280.0,-110,2.5,-150.0,120.0
esp.1,2022,2023-05-24T17:30Z,2022-23-laliga,False,regulation,644125,RMA,RAY,86,101,2,1,Bet365,-275,400.0,650,2.5,-200.0,163.0
esp.1,2022,2023-05-24T17:30Z,2022-23-laliga,False,regulation,644128,ELC,SEV,3751,243,1,1,Bet365,230,250.0,115,2.5,-110.0,-110.0
esp.1,2022,2023-05-24T17:30Z,2022-23-laliga,False,regulation,644130,VIL,CAD,102,3842,2,0,Bet365,-222,375.0,500,2.5,-175.0,138.0
esp.1,2022,2023-05-24T20:00Z,2022-23-laliga,False,regulation,644121,ESP,ATM,88,1068,3,3,Bet365,200,250.0,130,2.5,-138.0,110.0
esp.1,2022,2023-05-24T20:00Z,2022-23-laliga,False,regulation,644124,BET,GET,244,2922,0,1,Bet365,125,200.0,260,2.5,175.0,-225.0
esp.1,2022,2023-05-25T17:30Z,2022-23-laliga,False,regulation,644122,MLL,VAL,84,94,1,0,Bet365,200,200.0,163,2.5,163.0,-200.0
esp.1,2022,2023-05-25T19:30Z,2022-23-laliga,False,regulation,644123,OSA,ATH,97,93,2,0,Bet365,220,225.0,138,2.5,110.0,-138.0
esp.1,2022,2023-05-27T17:00Z,2022-23-laliga,False,regulation,644138,SEV,RMA,243,86,1,2,Bet365,220,250.0,120,2.5,-125.0,100.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644131,GIR,BET,9812,244,1,2,Bet365,-110,260.0,280,2.5,-110.0,-110.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644132,CAD,CEL,3842,85,1,0,Bet365,145,210.0,210,2.5,163.0,-200.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644133,ALM,VLL,6832,95,0,0,Bet365,120,230.0,230,2.5,-125.0,100.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644134,ATH,ELC,93,3751,0,1,Bet365,-275,350.0,750,2.5,-150.0,120.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644135,GET,OSA,2922,97,2,1,Bet365,140,175.0,250,2.5,250.0,-333.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644136,ATM,RSO,1068,89,2,1,Bet365,120,230.0,240,2.5,130.0,-163.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644137,BAR,MLL,83,84,3,0,Bet365,-400,475.0,1100,2.5,-175.0,138.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644139,VAL,ESP,94,88,2,2,Bet365,100,250.0,260,2.5,100.0,-125.0
esp.1,2022,2023-05-28T17:00Z,2022-23-laliga,False,regulation,644140,RAY,VIL,101,102,2,1,Bet365,200,275.0,120,2.5,-163.0,130.0
esp.1,2022,2023-06-04T16:30Z,2022-23-laliga,False,regulation,644144,MLL,RAY,84,101,3,0,Bet365,200,220.0,145,2.5,150.0,-188.0
esp.1,2022,2023-06-04T16:30Z,2022-23-laliga,False,regulation,644145,OSA,GIR,97,9812,2,1,Bet365,100,260.0,240,2.5,-138.0,110.0
esp.1,2022,2023-06-04T16:30Z,2022-23-laliga,False,regulation,644147,RMA,ATH,86,93,1,1,Bet365,-154,300.0,375,2.5,-188.0,150.0
esp.1,2022,2023-06-04T16:30Z,2022-23-laliga,False,regulation,644148,RSO,SEV,89,243,2,1,Bet365,-167,300.0,450,2.5,-110.0,-110.0
esp.1,2022,2023-06-04T16:30Z,2022-23-laliga,False,regulation,644150,VIL,ATM,102,1068,2,2,Bet365,163,275.0,145,2.5,-225.0,175.0
esp.1,2022,2023-06-04T19:00Z,2022-23-laliga,False,regulation,644141,CEL,BAR,85,83,2,1,Bet365,170,260.0,145,2.5,-110.0,-110.0
esp.1,2022,2023-06-04T19:00Z,2022-23-laliga,False,regulation,644142,ELC,CAD,3751,3842,1,1,Bet365,140,240.0,188,2.5,-110.0,-110.0
esp.1,2022,2023-06-04T19:00Z,2022-23-laliga,False,regulation,644143,ESP,ALM,88,6832,3,3,Bet365,140,260.0,175,2.5,-188.0,150.0
esp.1,2022,2023-06-04T19:00Z,2022-23-laliga,False,regulation,644146,BET,VAL,244,94,1,1,Bet365,188,230.0,145,2.5,120.0,-150.0
esp.1,2022,2023-06-04T19:00Z,2022-23-laliga,False,regulation,644149,VLL,GET,95,2922,0,0,Bet365,100,230.0,300,2.5,130.0,-163.0
esp.1,2023,2023-08-11T17:30Z,2023-24-laliga,False,regulation,674011,ALM,RAY,6832,101,0,2,Bet365,163,220.0,175,4.5,800.0,-1250.0
esp.1,2023,2023-08-11T20:00Z,2023-24-laliga,False,regulation,674019,SEV,VAL,243,94,1,2,Bet365,-110,240.0,333,4.5,800.0,-1250.0
esp.1,2023,2023-08-12T15:00Z,2023-24-laliga,False,regulation,674018,RSO,GIR,89,9812,1,1,Bet365,-125,260.0,333,4.5,700.0,-1250.0
esp.1,2023,2023-08-12T17:30Z,2023-24-laliga,False,regulation,674017,LPA,MLL,98,84,1,1,Bet365,155,190.0,210,4.5,1400.0,-2000.0
esp.1,2023,2023-08-12T19:30Z,2023-24-laliga,False,regulation,674012,ATH,RMA,93,86,0,2,Bet365,225,240.0,120,4.5,500.0,-714.0
esp.1,2023,2023-08-13T15:00Z,2023-24-laliga,False,regulation,674014,CEL,OSA,85,97,0,2,Bet365,110,220.0,280,4.5,900.0,-1667.0
esp.1,2023,2023-08-13T17:30Z,2023-24-laliga,False,regulation,674020,VIL,BET,102,244,1,2,Bet365,-143,300.0,350,4.5,400.0,-588.0
esp.1,2023,2023-08-13T19:30Z,2023-24-laliga,False,regulation,674016,GET,BAR,2922,83,0,0,Bet365,550,300.0,-182,4.5,700.0,-1000.0
esp.1,2023,2023-08-14T17:30Z,2023-24-laliga,False,regulation,674015,CAD,ALA,3842,96,1,0,Bet365,125,200.0,275,4.5,1400.0,-2000.0
esp.1,2023,2023-08-14T19:30Z,2023-24-laliga,False,regulation,674013,ATM,GRA,1068,3747,3,1,Bet365,-300,425.0,750,4.5,350.0,-500.0
esp.1,2023,2023-08-18T17:30Z,2023-24-laliga,False,regulation,674026,MLL,VIL,84,102,0,1,Bet365,170,220.0,170,4.5,800.0,-1429.0
esp.1,2023,2023-08-18T19:30Z,2023-24-laliga,False,regulation,674030,VAL,LPA,94,98,1,0,Bet365,-167,280.0,500,4.5,700.0,-1429.0
esp.1,2023,2023-08-19T15:00Z,2023-24-laliga,False,regulation,674029,RSO,CEL,89,85,1,1,Bet365,-143,240.0,500,4.5,1000.0,-1429.0
esp.1,2023,2023-08-19T17:30Z,2023-24-laliga,False,regulation,674022,ALM,RMA,6832,86,1,3,Bet365,600,400.0,-250,4.5,240.0,-303.0
esp.1,2023,2023-08-19T19:30Z,2023-24-laliga,False,regulation,674027,OSA,ATH,97,93,0,2,Bet365,180,190.0,180,4.5,1000.0,-1429.0
esp.1,2023,2023-08-20T17:00Z,2023-24-laliga,False,regulation,674024,GIR,GET,9812,2922,3,0,Bet365,-105,225.0,375,4.5,1200.0,-2500.0
esp.1,2023,2023-08-20T17:30Z,2023-24-laliga,False,regulation,674023,BAR,CAD,83,3842,2,0,Bet365,-350,475.0,900,4.5,400.0,-588.0
esp.1,2023,2023-08-20T19:30Z,2023-24-laliga,False,regulation,674028,BET,ATM,244,1068,0,0,Bet365,275,240.0,100,4.5,500.0,-769.0
esp.1,2023,2023-08-21T17:00Z,2023-24-laliga,False,regulation,674021,ALA,SEV,96,243,4,3,Bet365,225,200.0,138,4.5,1000.0,-2000.0
esp.1,2023,2023-08-21T19:30Z,2023-24-laliga,False,regulation,674025,GRA,RAY,3747,101,0,2,Bet365,188,210.0,163,4.5,900.0,-1667.0
esp.1,2023,2023-08-25T17:30Z,2023-24-laliga,False,regulation,674036,LPA,RSO,98,89,0,0,Bet365,333,230.0,-110,4.5,1000.0,-2000.0
esp.1,2023,2023-08-25T19:30Z,2023-24-laliga,False,regulation,674032,CEL,RMA,85,86,0,1,Bet365,320,260.0,-118,4.5,450.0,-588.0
esp.1,2023,2023-08-26T17:00Z,2023-24-laliga,False,regulation,674033,CAD,ALM,3842,6832,1,1,Bet365,115,230.0,260,4.5,550.0,-909.0
esp.1,2023,2023-08-26T17:30Z,2023-24-laliga,False,regulation,674040,GRA,MLL,3747,84,3,2,Bet365,170,200.0,190,4.5,1000.0,-2500.0
esp.1,2023,2023-08-26T19:30Z,2023-24-laliga,False,regulation,674038,SEV,GIR,243,9812,1,2,Bet365,-110,250.0,320,4.5,550.0,-769.0
esp.1,2023,2023-08-27T15:30Z,2023-24-laliga,False,regulation,674039,VIL,BAR,102,83,3,4,Bet365,240,260.0,110,4.5,350.0,-500.0
esp.1,2023,2023-08-27T17:30Z,2023-24-laliga,False,regulation,674035,VAL,OSA,94,97,1,2,Bet365,-133,240.0,425,4.5,1000.0,-1250.0
esp.1,2023,2023-08-27T19:30Z,2023-24-laliga,False,regulation,674031,ATH,BET,93,244,4,2,Bet365,-110,230.0,300,4.5,700.0,-1250.0
esp.1,2023,2023-08-28T17:30Z,2023-24-laliga,False,regulation,674034,GET,ALA,2922,96,1,0,Bet365,145,160.0,260,4.5,2000.0,-2500.0
esp.1,2023,2023-08-28T19:30Z,2023-24-laliga,False,regulation,674037,RAY,ATM,101,1068,0,7,Bet365,280,230.0,105,4.5,800.0,-909.0
esp.1,2023,2023-09-01T17:30Z,2023-24-laliga,False,regulation,674048,CAD,VIL,3842,102,3,1,Bet365,220,250.0,120,4.5,400.0,-714.0
esp.1,2023,2023-09-01T20:00Z,2023-24-laliga,False,regulation,674050,ALM,CEL,6832,85,2,3,Bet365,180,230.0,150,4.5,550.0,-1000.0
esp.1,2023,2023-09-02T12:00Z,2023-24-laliga,False,regulation,674044,RSO,GRA,89,3747,5,3,Bet365,-250,350.0,700,4.5,500.0,-769.0
esp.1,2023,2023-09-02T14:15Z,2023-24-laliga,False,regulation,674043,RMA,GET,86,2922,2,1,Bet365,-275,375.0,750,4.5,600.0,-769.0
esp.1,2023,2023-09-02T16:30Z,2023-24-laliga,False,regulation,674047,ALA,VAL,96,94,1,0,Bet365,220,190.0,155,4.5,1200.0,-2000.0
esp.1,2023,2023-09-02T19:00Z,2023-24-laliga,False,regulation,674042,BET,RAY,244,101,1,0,Bet365,105,230.0,280,4.5,700.0,-909.0
esp.1,2023,2023-09-03T12:00Z,2023-24-laliga,False,regulation,674049,GIR,LPA,9812,98,1,0,Bet365,-143,300.0,375,4.5,550.0,-769.0
esp.1,2023,2023-09-03T14:15Z,2023-24-laliga,False,regulation,674045,MLL,ATH,84,93,0,0,Bet365,210,190.0,155,4.5,1200.0,-2000.0
esp.1,2023,2023-09-03T19:00Z,2023-24-laliga,False,regulation,674041,OSA,BAR,97,83,1,2,Bet365,550,350.0,-200,4.5,400.0,-714.0
esp.1,2023,2023-09-15T19:00Z,2023-24-laliga,False,regulation,674059,RAY,ALA,101,96,2,0,Bet365,100,225.0,300,4.5,1000.0,-2500.0
esp.1,2023,2023-09-16T12:00Z,2023-24-laliga,False,regulation,674053,ATH,CAD,93,3842,3,0,Bet365,-188,280.0,600,4.5,700.0,-1250.0
esp.1,2023,2023-09-16T14:15Z,2023-24-laliga,False,regulation,674051,VAL,ATM,94,1068,3,0,Bet365,240,225.0,120,4.5,800.0,-1429.0
esp.1,2023,2023-09-16T16:30Z,2023-24-laliga,False,regulation,674055,CEL,MLL,85,84,0,1,Bet365,100,210.0,333,4.5,1000.0,-2000.0
esp.1,2023,2023-09-16T19:00Z,2023-24-laliga,False,regulation,674054,BAR,BET,83,244,5,0,Bet365,-333,475.0,700,4.5,250.0,-333.0
esp.1,2023,2023-09-17T12:00Z,2023-24-laliga,False,regulation,674056,GET,OSA,2922,97,3,2,Bet365,160,190.0,210,4.5,1600.0,-2500.0
esp.1,2023,2023-09-17T14:15Z,2023-24-laliga,False,regulation,674052,VIL,ALM,102,6832,2,1,Bet365,-200,350.0,475,4.5,220.0,-303.0
esp.1,2023,2023-09-17T16:30Z,2023-24-laliga,False,regulation,674060,SEV,LPA,243,98,1,0,Bet365,-175,320.0,500,4.5,500.0,-769.0
esp.1,2023,2023-09-17T19:00Z,2023-24-laliga,False,regulation,674058,RMA,RSO,86,89,2,1,Bet365,-138,280.0,375,4.5,500.0,-769.0
esp.1,2023,2023-09-18T19:00Z,2023-24-laliga,False,regulation,674057,GRA,GIR,3747,9812,2,4,Bet365,188,250.0,138,4.5,400.0,-500.0
esp.1,2023,2023-09-22T19:00Z,2023-24-laliga,False,regulation,674065,ALA,ATH,96,93,0,2,Bet365,333,200.0,105,4.5,1200.0,-2000.0
esp.1,2023,2023-09-23T12:00Z,2023-24-laliga,False,regulation,674068,GIR,MLL,9812,84,5,3,Bet365,-110,225.0,350,4.5,800.0,-1667.0
esp.1,2023,2023-09-23T14:15Z,2023-24-laliga,False,regulation,674061,OSA,SEV,97,243,0,0,Bet365,140,220.0,210,4.5,800.0,-1000.0
esp.1,2023,2023-09-23T16:30Z,2023-24-laliga,False,regulation,674070,BAR,CEL,83,85,3,2,Bet365,-400,500.0,1000,4.5,250.0,-333.0
esp.1,2023,2023-09-23T19:00Z,2023-24-laliga,False,regulation,674066,ALM,VAL,6832,94,2,2,Bet365,170,240.0,155,4.5,700.0,-1000.0
esp.1,2023,2023-09-24T12:00Z,2023-24-laliga,False,regulation,674069,RSO,GET,89,2922,4,3,Bet365,-143,225.0,500,4.5,1200.0,-2000.0
esp.1,2023,2023-09-24T14:15Z,2023-24-laliga,False,regulation,674062,RAY,VIL,101,102,1,1,Bet365,155,240.0,170,4.5,450.0,-588.0
esp.1,2023,2023-09-24T16:30Z,2023-24-laliga,False,regulation,674063,BET,CAD,244,3842,1,1,Bet365,-133,250.0,375,4.5,700.0,-1250.0
esp.1,2023,2023-09-24T16:30Z,2023-24-laliga,False,regulation,674067,LPA,GRA,98,3747,1,0,Bet365,-110,260.0,300,4.5,500.0,-769.0
esp.1,2023,2023-09-24T19:00Z,2023-24-laliga,False,regulation,674064,ATM,RMA,1068,86,3,1,Bet365,175,230.0,160,4.5,500.0,-769.0
esp.1,2023,2023-09-26T17:00Z,2023-24-laliga,False,regulation,674071,SEV,ALM,243,6832,5,1,Bet365,-143,275.0,400,4.5,400.0,-588.0
esp.1,2023,2023-09-26T19:30Z,2023-24-laliga,False,regulation,674080,MLL,BAR,84,83,2,2,Bet365,600,333.0,-222,4.5,450.0,-714.0
esp.1,2023,2023-09-27T17:00Z,2023-24-laliga,False,regulation,674073,VIL,GIR,102,9812,1,2,Bet365,115,275.0,225,4.5,333.0,-500.0
esp.1,2023,2023-09-27T17:00Z,2023-24-laliga,False,regulation,674074,ATH,GET,93,2922,2,2,Bet365,-200,320.0,550,4.5,700.0,-1667.0
esp.1,2023,2023-09-27T17:00Z,2023-24-laliga,False,regulation,674078,RMA,LPA,86,98,2,0,Bet365,-599,700.0,1400,4.5,275.0,-333.0
esp.1,2023,2023-09-27T19:30Z,2023-24-laliga,False,regulation,674072,VAL,RSO,94,89,0,1,Bet365,150,200.0,210,4.5,1000.0,-1667.0
esp.1,2023,2023-09-27T19:30Z,2023-24-laliga,False,regulation,674076,CAD,RAY,3842,101,0,0,Bet365,155,210.0,190,4.5,900.0,-1667.0
esp.1,2023,2023-09-28T17:00Z,2023-24-laliga,False,regulation,674075,CEL,ALA,85,96,1,1,Bet365,-175,275.0,550,4.5,700.0,-1667.0
esp.1,2023,2023-09-28T17:00Z,2023-24-laliga,False,regulation,674079,GRA,BET,3747,244,1,1,Bet365,180,230.0,155,4.5,500.0,-769.0
esp.1,2023,2023-09-28T19:30Z,2023-24-laliga,False,regulation,674077,OSA,ATM,97,1068,0,2,Bet365,280,240.0,100,4.5,700.0,-1000.0
esp.1,2023,2023-09-29T19:00Z,2023-24-laliga,False,regulation,674089,BAR,SEV,83,243,1,0,Bet365,-300,400.0,750,4.5,250.0,-303.0
esp.1,2023,2023-09-30T12:00Z,2023-24-laliga,False,regulation,674085,GET,VIL,2922,102,0,0,Bet365,175,200.0,175,4.5,800.0,-1250.0
esp.1,2023,2023-09-30T14:15Z,2023-24-laliga,False,regulation,674082,RAY,MLL,101,84,2,2,Bet365,-105,220.0,320,4.5,1000.0,-1667.0
esp.1,2023,2023-09-30T16:30Z,2023-24-laliga,False,regulation,674084,GIR,RMA,9812,86,0,3,Bet365,275,300.0,-118,4.5,333.0,-500.0
esp.1,2023,2023-09-30T19:00Z,2023-24-laliga,False,regulation,674090,RSO,ATH,89,93,3,0,Bet365,120,210.0,260,4.5,1000.0,-1429.0
esp.1,2023,2023-10-01T12:00Z,2023-24-laliga,False,regulation,674087,ALM,GRA,6832,3747,3,3,Bet365,-110,275.0,280,4.5,400.0,-588.0
esp.1,2023,2023-10-01T14:15Z,2023-24-laliga,False,regulation,674086,ALA,OSA,96,97,0,2,Bet365,150,200.0,210,4.5,1200.0,-2000.0
esp.1,2023,2023-10-01T19:00Z,2023-24-laliga,False,regulation,674081,BET,VAL,244,94,3,0,Bet365,105,225.0,300,4.5,800.0,-1429.0
esp.1,2023,2023-10-01T19:00Z,2023-24-laliga,False,regulation,674088,ATM,CAD,1068,3842,3,2,Bet365,-300,450.0,800,4.5,450.0,-714.0
esp.1,2023,2023-10-02T19:00Z,2023-24-laliga,False,regulation,674083,LPA,CEL,98,85,2,1,Bet365,180,210.0,160,4.5,800.0,-1429.0
esp.1,2023,2023-10-06T19:00Z,2023-24-laliga,False,regulation,674097,ATH,ALM,93,6832,3,0,Bet365,-333,475.0,750,4.5,300.0,-400.0
esp.1,2023,2023-10-07T12:00Z,2023-24-laliga,False,regulation,674095,CAD,GIR,3842,9812,0,1,Bet365,230,240.0,120,4.5,600.0,-769.0
esp.1,2023,2023-10-07T14:15Z,2023-24-laliga,False,regulation,674092,RMA,OSA,86,97,4,0,Bet365,-350,550.0,750,4.5,333.0,-455.0
esp.1,2023,2023-10-07T16:30Z,2023-24-laliga,False,regulation,674091,MLL,VAL,84,94,1,1,Bet365,145,190.0,220,4.5,1200.0,-2000.0
esp.1,2023,2023-10-07T19:00Z,2023-24-laliga,False,regulation,674093,SEV,RAY,243,101,2,2,Bet365,-125,275.0,333,4.5,550.0,-769.0
esp.1,2023,2023-10-08T12:00Z,2023-24-laliga,False,regulation,674094,VIL,LPA,102,98,1,2,Bet365,-154,300.0,425,4.5,400.0,-588.0
esp.1,2023,2023-10-08T14:15Z,2023-24-laliga,False,regulation,674098,ATM,RSO,1068,89,2,1,Bet365,-105,225.0,320,4.5,700.0,-1250.0
esp.1,2023,2023-10-08T16:30Z,2023-24-laliga,False,regulation,674096,ALA,BET,96,244,1,1,Bet365,145,220.0,200,4.5,800.0,-1429.0
esp.1,2023,2023-10-08T16:30Z,2023-24-laliga,False,regulation,674099,CEL,GET,85,2922,2,2,Bet365,100,225.0,320,4.5,800.0,-1429.0
esp.1,2023,2023-10-08T19:00Z,2023-24-laliga,False,regulation,674100,GRA,BAR,3747,83,2,2,Bet365,550,425.0,-250,4.5,275.0,-345.0
esp.1,2023,2023-10-20T19:00Z,2023-24-laliga,False,regulation,674105,OSA,GRA,97,3747,2,0,Bet365,-154,280.0,450,4.5,600.0,-769.0
esp.1,2023,2023-10-21T12:00Z,2023-24-laliga,False,regulation,674106,RSO,MLL,89,84,1,0,Bet365,-154,250.0,500,4.5,1000.0,-2000.0
esp.1,2023,2023-10-21T14:15Z,2023-24-laliga,False,regulation,674110,GET,BET,2922,244,1,1,Bet365,145,200.0,225,4.5,900.0,-2000.0
esp.1,2023,2023-10-21T16:30Z,2023-24-laliga,False,regulation,674107,SEV,RMA,243,86,1,1,Bet365,375,300.0,-138,4.5,333.0,-455.0
esp.1,2023,2023-10-21T19:00Z,2023-24-laliga,False,regulation,674102,CEL,ATM,85,1068,0,3,Bet365,230,250.0,115,4.5,550.0,-769.0
esp.1,2023,2023-10-22T12:00Z,2023-24-laliga,False,regulation,674104,LPA,RAY,98,101,0,1,Bet365,155,200.0,200,4.5,900.0,-1429.0
esp.1,2023,2023-10-22T14:15Z,2023-24-laliga,False,regulation,674109,GIR,ALM,9812,6832,5,2,Bet365,-275,400.0,700,4.5,300.0,-455.0
esp.1,2023,2023-10-22T16:30Z,2023-24-laliga,False,regulation,674108,VIL,ALA,102,96,1,1,Bet365,100,240.0,280,4.5,600.0,-909.0
esp.1,2023,2023-10-22T19:00Z,2023-24-laliga,False,regulation,674101,BAR,ATH,83,93,1,0,Bet365,-118,275.0,300,4.5,400.0,-714.0
esp.1,2023,2023-10-23T19:00Z,2023-24-laliga,False,regulation,674103,VAL,CAD,94,3842,2,0,Bet365,-150,260.0,450,4.5,800.0,-1250.0
esp.1,2023,2023-10-27T19:00Z,2023-24-laliga,False,regulation,674120,GIR,CEL,9812,85,1,0,Bet365,-143,300.0,350,4.5,350.0,-588.0
esp.1,2023,2023-10-28T12:00Z,2023-24-laliga,False,regulation,674111,ALM,LPA,6832,98,1,2,Bet365,125,240.0,220,4.5,700.0,-909.0
esp.1,2023,2023-10-28T14:15Z,2023-24-laliga,False,regulation,674117,BAR,RMA,83,86,1,2,Bet365,150,240.0,170,4.5,400.0,-588.0
esp.1,2023,2023-10-28T16:30Z,2023-24-laliga,False,regulation,674113,MLL,GET,84,2922,0,0,Bet365,125,200.0,260,4.5,1400.0,-2000.0
esp.1,2023,2023-10-28T19:00Z,2023-24-laliga,False,regulation,674116,CAD,SEV,3842,243,2,2,Bet365,280,225.0,105,4.5,700.0,-1429.0
esp.1,2023,2023-10-29T13:00Z,2023-24-laliga,False,regulation,674115,BET,OSA,244,97,2,1,Bet365,-105,230.0,320,4.5,700.0,-1250.0
esp.1,2023,2023-10-29T15:15Z,2023-24-laliga,False,regulation,674112,RAY,RSO,101,89,2,2,Bet365,230,210.0,130,4.5,900.0,-1667.0
esp.1,2023,2023-10-29T17:30Z,2023-24-laliga,False,regulation,674119,ATH,VAL,93,94,2,2,Bet365,-163,300.0,475,4.5,600.0,-1429.0
esp.1,2023,2023-10-29T20:00Z,2023-24-laliga,False,regulation,674118,ATM,ALA,1068,96,2,1,Bet365,-225,350.0,650,4.5,550.0,-769.0
esp.1,2023,2023-10-30T20:00Z,2023-24-laliga,False,regulation,674114,GRA,VIL,3747,102,2,3,Bet365,200,250.0,130,4.5,350.0,-588.0
esp.1,2023,2023-11-03T20:00Z,2023-24-laliga,False,regulation,674124,LPA,ATM,98,1068,2,1,Bet365,425,260.0,-143,4.5,700.0,-1000.0
esp.1,2023,2023-11-04T13:00Z,2023-24-laliga,False,regulation,674125,OSA,GIR,97,9812,2,4,Bet365,190,230.0,145,4.5,600.0,-909.0
esp.1,2023,2023-11-04T15:15Z,2023-24-laliga,False,regulation,674126,BET,MLL,244,84,2,0,Bet365,-110,230.0,350,4.5,800.0,-1667.0
esp.1,2023,2023-11-04T17:30Z,2023-24-laliga,False,regulation,674122,CEL,SEV,85,243,1,1,Bet365,138,240.0,210,4.5,550.0,-909.0
esp.1,2023,2023-11-04T20:00Z,2023-24-laliga,False,regulation,674123,RSO,BAR,89,83,0,1,Bet365,225,240.0,120,4.5,600.0,-909.0
esp.1,2023,2023-11-05T13:00Z,2023-24-laliga,False,regulation,674121,ALA,ALM,96,6832,1,0,Bet365,-143,275.0,400,4.5,550.0,-1000.0
esp.1,2023,2023-11-05T15:15Z,2023-24-laliga,False,regulation,674129,VAL,GRA,94,3747,1,0,Bet365,-163,320.0,425,4.5,450.0,-769.0
esp.1,2023,2023-11-05T17:30Z,2023-24-laliga,False,regulation,674130,VIL,ATH,102,93,2,3,Bet365,275,280.0,-110,4.5,350.0,-588.0
esp.1,2023,2023-11-05T20:00Z,2023-24-laliga,False,regulation,674127,RMA,RAY,86,101,0,0,Bet365,-450,550.0,1100,4.5,275.0,-400.0
esp.1,2023,2023-11-06T20:00Z,2023-24-laliga,False,regulation,674128,GET,CAD,2922,3842,1,0,Bet365,100,200.0,333,4.5,1200.0,-2500.0
esp.1,2023,2023-11-10T20:00Z,2023-24-laliga,False,regulation,674132,ATH,CEL,93,85,4,3,Bet365,-150,280.0,375,4.5,400.0,-588.0
esp.1,2023,2023-11-11T13:00Z,2023-24-laliga,False,regulation,674131,RAY,GIR,101,9812,1,2,Bet365,188,240.0,145,4.5,500.0,-769.0
esp.1,2023,2023-11-11T15:15Z,2023-24-laliga,False,regulation,674135,ALM,RSO,6832,89,1,3,Bet365,320,260.0,-125,4.5,450.0,-769.0
esp.1,2023,2023-11-11T17:30Z,2023-24-laliga,False,regulation,674137,OSA,LPA,97,98,1,1,Bet365,-110,220.0,350,4.5,900.0,-1429.0
esp.1,2023,2023-11-11T17:30Z,2023-24-laliga,False,regulation,674140,GRA,GET,3747,2922,1,1,Bet365,145,210.0,210,4.5,800.0,-1667.0
esp.1,2023,2023-11-11T20:00Z,2023-24-laliga,False,regulation,674139,RMA,VAL,86,94,5,1,Bet365,-300,475.0,650,4.5,333.0,-500.0
esp.1,2023,2023-11-12T15:15Z,2023-24-laliga,False,regulation,674134,BAR,ALA,83,96,2,1,Bet365,-400,550.0,850,4.5,333.0,-455.0
esp.1,2023,2023-11-12T17:30Z,2023-24-laliga,False,regulation,674138,SEV,BET,243,244,1,1,Bet365,115,250.0,230,4.5,450.0,-714.0
esp.1,2023,2023-11-12T20:00Z,2023-24-laliga,False,regulation,674133,ATM,VIL,1068,102,3,1,Bet365,-300,475.0,700,4.5,250.0,-333.0
esp.1,2023,2023-11-24T20:00Z,2023-24-laliga,False,regulation,674142,ALA,GRA,96,3747,3,1,Bet365,-143,260.0,425,4.5,700.0,-1000.0
esp.1,2023,2023-11-25T13:00Z,2023-24-laliga,False,regulation,674146,RAY,BAR,101,83,1,1,Bet365,400,300.0,-150,4.5,350.0,-588.0
esp.1,2023,2023-11-25T15:15Z,2023-24-laliga,False,regulation,674149,VAL,CEL,94,85,0,0,Bet365,125,225.0,240,4.5,700.0,-1250.0
esp.1,2023,2023-11-25T17:30Z,2023-24-laliga,False,regulation,674144,GET,ALM,2922,6832,2,1,Bet365,-138,260.0,400,4.5,600.0,-1000.0
